ASIN,YEAR,MONTH,DAY,KEYWORD_1,KEYWORD_2,KEYWORD_3,KEYWORD_4,KEYWORD_5,KEYWORD_6,KEYWORD_7,KEYWORD_8,KEYWORD_9,KEYWORD_10,KEYWORD_11,KEYWORD_12,KEYWORD_13,KEYWORD_14,KEYWORD_15,KEYWORD_16,KEYWORD_17,KEYWORD_18,KEYWORD_19,KEYWORD_20,TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0099EHM86,2022,3,8,tea tree,dry scalp,highly recommend,maple holistics,head and shoulders,goes a long,long way,every other day,dry itchy,definitely recommend,sulfate free,recommend to anyone,smells good,great shampoo,flaky scalp,little goes,hair feeling,natural ingredients,seborrheic dermatitis,pure tea,31:57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079RJ4Y7B,2022,3,8,shampoo and conditioner,damaged hair,highly recommend,hair soft,keraphix shampoo,love this shampoo,every day,love the smell,started using,best shampoo,smells like,color treated,hair feeling,curly hair,split ends,great value,severely damaged,little goes,hair loss,use conditioner,32:12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08S3P84PD,2022,3,8,dry scalp,hydro boost,shampoo and conditioner,leaves my hair,hyaluronic acid,cleans well,hair soft,boost shampoo,smells great,little goes,healthy scalp,long way,lathers up well,scalp hydro,goes a long,hair feeling,dry hair,feel like,feeling clean,hair and scalp,32:20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07KZTBMCG,2022,3,8,coconut milk,hair loss,apple cider,wow coconut,shampoo and conditioner,wow shampoo,milk shampoo,hair growth,great shampoo,started using,cider vinegar,ever used,nothing special,leaves my hair,natural ingredients,fine hair,super fast,smells wonderful,everyday,shampoo ever,32:27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001W2K51O,2022,3,8,apple cider,cider vinegar,tea tree,every day,shampoo bars,squeaky clean,long time,hard water,baking soda,highly recommend,vinegar rinse,hair feeling,curly hair,coconut oil,tree oil,fine hair,liquid shampoo,original formula,plastic bottle,couple weeks,32:34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07D45BLS5,2022,3,8,love the shampoo,worth the money,started using,small amount,highly recommend,goes a long,long way,leaves hair,thin hair,plastic bag,treated hair,colorproof,little goes,fine hair,great shampoo,use a lot,shampoo and i love,years best,use a very little,hair feel,32:42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001D0BJNI,2022,3,8,shampoo and conditioner,little goes,long way,drench shampoo,leaves my hair,love this shampoo,goes a long,color treated,ever used,best shampoo,dry hair,hair very soft,hair feels,moisturizing shampoo,hard to squeeze,great shampoo,makes my hair,long time,small amount,love love love,32:49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Q3GRC5R,2022,3,8,purple shampoos,blonde hair,color treated,works well,worth the money,blonde highlights,yellow tones,best purple,twice a week,brassy color,smells amazing,highly recommend,couple weeks,love love love,use it twice a week,use it twice,every day,hair so soft,works great,love this shampoo,32:58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0009OMNKM,2022,3,8,oily hair,paul mitchell,everyday,hard water,squeaky clean,highly recommend,without washing,greasy hair,smells good,cleansing shampoo,love this shampoo,feels so clean,works great,washing my hair,within a few hours,lemon scent,mitchell shampoo,gets oily,plastic bag,dry ends,33:05.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B088ZZYMK2,2022,3,8,color treated,love this shampoo,treated hair,goes a long,highly recommend,long way,small amount,worth the money,long time,hair feeling,tried many,favorite shampoo,hydrate shampoo,little goes,every penny,great shampoo,smells like,shampoos and conditioners,hair loss,anything else,33:13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00L00E2NU,2022,3,8,oily hair,highly recommend,every day,hard water,best shampoo,love this shampoo,smells great,shampoo ever,squeaky clean,without washing,normalizing shampoo,goes a long,long way,twice a week,works great,waste of money,ever used,years ago,without drying,smells good,33:20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005DRXW9G,2022,3,8,moroccanoil,extra volume,fine hair,volume shampoo,highly recommend,love this shampoo,ever used,smells great,every day,color safe,oil shampoo,smells amazing,fine thin,soft and shiny,waste your money,smells good,shampoo ever,shampoo and conditioner,best shampoo,long time,33:27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0011DP24Y,2022,3,8,avalon organics,plastic bag,sensitive skin,ever used,lather well,years ago,smells wonderful,allergic reaction,lavender smell,smells like,highly recommend,bad batch,organic shampoo,shampoo i have ever,love the scent,hair clean,hair feeling,tea tree,started using,twice as much,33:35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01M0OX5NU,2022,3,8,sulfate free,fine hair,thickening shampoo,started using,color treated,paris everstrong,hair loss,small amount,oréal paris,every day,long way,everstrong sulfate,goes a long,smells good,love this shampoo,ever used,lathers well,thin fine,free thickening,smells wonderful,33:43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00ZPQ129C,2022,3,8,shampoo and conditioner,goes a long,long way,highly recommend,ever used,best shampoo,shampoo ever,love this shampoo,hair is soft,leaves my hair,color treated,little goes,long time,got a sample,birch box,love the smell,smells great,conditioner line,soft and shiny,worth the price,33:50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SSCP46J,2022,3,8,head and shoulders,dandruff shampoo,dry scalp,dandruff control,tea tree,itchy scalp,scalp relief,times a week,tried many,tree oil,leaves my hair,everyday,regular shampoo,color treated,control shampoo,selsun blue,long time,goes a long,highly recommend,much better,33:57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082ZQG9DW,2022,3,8,gray hair,shampoo,silver,purple,bright,grey,34:04.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SSCH7YZ,2022,3,8,34:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0038TXGL0,2022,3,8,shea moisture,curly hair,shampoo and conditioner,wavy hair,every day,love this shampoo,hair feeling,sulfate free,coconut and hibiscus,absolutely love,hair soft,love the smell,curl and shine,ever used,highly recommend,thick curly,smells good,long time,started using,naturally curly,34:23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07H3CZHJ5,2022,3,8,shampoo and conditioner,smells amazing,love this shampoo,hair feeling,makes my hair,pump should be included,leaves hair,smells so good,feel like,fine hair,hair has never,love the smell,smells nice,shampoo smells,bottle with a pump,hair soft,smells great,great love,conditioner are great,day my hair,34:30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0007X749U,2022,3,8,highly recommend,dry and brittle,love this shampoo,super soft,dry hair,color treated,feel like,makes my hair,hair feeling,argan oil,long way,using for years,goes a long,little goes,shampoos and conditioners,curly hair,real deal,real thing,smells amazing,heavy cream,34:39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B097FBR2GZ,2022,3,8,34:46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091V5699F,2022,3,8,fine hair,shampoo and conditioner,leaves my hair,best shampoo,highly recommend,volume bloom,goes a long,works well,little goes,every other day,great shampoo,long way,ever used,small amount,blow dry,smells amazing,shampoo ever,years ago,love this shampoo,waste your money,34:54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06VSZ69LL,2022,3,8,dark brown,dry hair,purple shampoos,shampoo and conditioner,brown hair,let it sit,highly recommend,purple not blue,blonde hair,make sure,shimmer lights,orange tones,love this shampoo,blonde highlights,light brown,twice a week,waste of money,brassy color,every day,every time,35:10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00KGGH0UQ,2022,3,8,tea tree,shampoo bars,long time,apple cider,squeaky clean,hair feeling,cider vinegar,every day,highly recommend,use conditioner,hard water,plastic bottle,tree and hemp,liquid shampoo,lasts a long,need conditioner,hemp oil,tree oil,argan oil,make sure,35:18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LFQYXBO,2022,3,8,shea moisture,castor oil,goes a long,love this shampoo,started using,without stripping,best shampoo,long way,black soap,shampoo and conditioner,hair loss,definitely recommend,black castor,smells great,tea tree,apple cider,hair feeling,hair soft,curly hair,highly recommend,35:27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00ZFNU71Y,2022,3,8,avalon organics,leaves my hair,favorite shampoo,shampoo and conditioner,fine hair,love this shampoo,essential oils,hair clean,every other day,make sure,squeaky clean,great shampoo,wash my hair,smell of rosemary,hair feels,smells great,hair growth,love the smell,gentle on my hair,shampoo of all time,35:35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08D7J83PZ,2022,3,8,long hair,dream lengths,split ends,smells good,hair soft,highly recommend,soft and shiny,tangle free,started using,isopropyl alcohol,best shampoo,leave in conditioner,castor oil,haircut cream,elvive dream,hair feeling,hair loss,feel like,year old,love this shampoo,35:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00WXILJB6,2022,3,8,shampoo works,used this for 25 years,residue in your hair,love this shampoo,shampoo used,cleans,leaves,shiny,wash,35:57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B076FHJ3K3,2022,3,8,leave in conditioner,marc anthony,started using,smells good,hair grow,conditioner and leave,hair soft,smells great,leave in spray,grow long,hair loss,hair growth,smells amazing,hair fall,split ends,grow faster,highly recommend,love this shampoo,bald spots,waste of money,36:05.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01GN5UINY,2022,3,8,love this shampoo,noticed any difference,shampoo and conditioner,fine hair,hair loss,hair feels,hair soft,hair was thinning,using this shampoo,thin hair,fuller,results,scalp,scent,shampoos,smells,falling,growing,stays,texture,36:12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SSPQGZW,2022,3,8,extreme length,length shampoo,shampoo and conditioner,split ends,started using,smells good,hair growth,help strengthen,highly recommend,fine and thin,big difference,trying to grow,smells like,hair grow,hair loss,shampoo is clear,hair feeling,great shampoo,using the redken extreme,long hair,36:20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079RDR8ZD,2022,3,8,hair loss,biotin shampoo,highly recommend,hair growth,thinning hair,goes a long,great shampoo,every day,hair fall,smells good,new hair,second bottle,recommend to anyone,really works,several months,long time,definitely recommend,baby hairs,hair grow,small amount,36:28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00IW2AYN6,2022,3,8,fine hair,shampoo and conditioner,leaves my hair,best shampoo,highly recommend,volume bloom,goes a long,works well,little goes,every other day,great shampoo,long way,ever used,small amount,blow dry,smells amazing,shampoo ever,years ago,love this shampoo,waste your money,36:36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077PKBXWC,2022,3,8,silky smooth,smells amazing,shampoo and conditioner,hair soft,makes my hair,hair get,healthy,scent,smell,blue,dry,moisturized,shampoos,helps,leaves,oily,results,scalp,shiny,wavy,36:43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00OKQ0F4Q,2022,3,8,favorite shampoo,every day,love this shampoo,hair feeling,highly recommend,stylist recommended,leaves my hair,long time,makes your hair,every penny,goes a very long,dry hair,nounou conditioner,long way,worth every,soft and shiny,shampoo ever,shampoo and conditioner,damaged hair,ever use,36:49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BDG5QNR,2022,3,8,36:56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07CBFPLYG,2022,3,8,leaves my hair,soft and shiny,hair soft,shampoo and conditioner,makes my hair,nice and leaves,curly hair,dry hair,long hair,smells amazing,fine hair,scent,smell,oily,thick,absolute,conditioners,drugstore,expensive,moisture,37:03.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B094RDRSYD,2022,3,8,white hair,salt and pepper,grey hair,purple shampoos,silver hair,love this shampoo,bring back,goes a long,long way,every day,old formula,little goes,please bring,small bottle,hair shiny,soft and shiny,much better,smells wonderful,waste your money,white version,37:10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00U1JHWR4,2022,3,8,love this shampoo,shampoo and conditioner,makes my hair,curly hair,hair soft,long way,leaves my hair,highly recommend,goes a long,works well,feel like,sample in my birchbox,fell in love,filled to the top,also use,hair is clean,super soft,frizzy hair,ever used,soft and smooth,37:17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08KSMQ4BK,2022,3,8,conditioner,residue,fragrance,sensitive,bottles,allergic,gentle,wash,cleans,condition,leaves,scent,squeeze,37:25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B078H4HXSM,2022,3,8,long way,goes a long,shampoo and conditioner,little goes,love love love,ever used,worth the price,fabfitfun box,shampoo ever,best shampoo,television perfect,highly recommend,feel like,love this shampoo,smells great,matching conditioner,smells amazing,subscription box,perfect hair,hair feeling,37:32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004CQ5MVU,2022,3,8,head and shoulders,received 1 bottle,leaves their hair,smells good,bottle of shampoo,shoulders shampoo,dandruff,pack,itch,wash,advertised,control,flake,smell,winter,37:40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005KMG9PI,2022,3,8,curly hair,fairy tales,shampoo and conditioner,smells good,long way,best shampoo,goes a long,leaves hair,hair soft,love this shampoo,highly recommend,sensitive skin,johnson and johnson,little goes,started using,tear free,great shampoo,much easier,noticed a difference,thick wavy,37:53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XYMMMLZ,2022,3,8,silver expressions,white hair,grey hair,sulfate free,smells great,highly recommend,silver hair,years ago,purple shampoos,soft and shiny,moisturizing sulfate,expressions moisturizing,smells good,love this shampoo,gray and silver,every other day,smells nice,see the difference,soft and manageable,soft and smooth,38:00.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B093432QM3,2022,3,8,beauty and planet,love beauty,hemp seed,smells amazing,naturally derived,sulfate free,argan oil,seed oil,lathers up very well,natural ingredients,leaves my hair,cleans well,planet shampoo,lathers up nicely,blow dry,every day,pump bottle,use a conditioner,dry hair,color treated,38:08.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00KJP8Y68,2022,3,8,sulfate free,carols daughter,black vanilla,shampoo and conditioner,smells good,color treated,love this shampoo,curly hair,goes a long,long way,daughter black,best shampoo,hair feeling,dry and brittle,highly recommend,soft and shiny,started using,absolutely love,like straw,little goes,38:31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B093QKX3T9,2022,3,8,38:38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B093CWGR8R,2022,3,8,colored hair,color safe,colorful anti-fade,love this shampoo,highly recommend,color treated,hair looks,without stripping,anti-fade shampoo,works well,keep my color,smells great,shampoo and conditioner,makes my hair,lathers well,protecting the color,shampoo i used,really like,leaves my hair,hair feeling,38:45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0034EA60I,2022,3,8,makes my hair,leaves my hair,repair masque,like it was used,twice a week,shampoo and conditioner,deja el cabello,plastic bag,something else,best shampoo,works well,looks like,dry hair,smells great,shampoo ever,always go back,long and super thick,smells so good,second time,started using,38:53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079TH68RF,2022,3,8,herbal essences,mosa mint,smells amazing,smells great,white grapefruit,hair soft,fine hair,grapefruit and mosa,smells good,highly recommend,long time,real botanicals,love the scent,body envy,hair feeling,grapefruit and mint,feel like,little bit,lathers well,fresh and clean,39:09.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B097YK8TJ5,2022,3,8,john frieda,red hair,shampoo and conditioner,frieda radiant,radiant red,help keep,strawberry blonde,waste your money,red highlights,natural red,leaves my hair,smells good,natural redhead,hair soft,last longer,boosting shampoo,color depositing,demi permanent,color treated,red color,39:16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KNWRJY4,2022,3,8,sulfate free,soft and shiny,hair soft,sodium laureth,highly recommend,used kerastase products for years,laureth sulfate,colored hair,smooth and shiny,soft and smooth,leave my hair,hair after using,keratin in my hair,shampoo and conditioner,get my hair,love this shampoo,used this shampoo,like a 5 bucks shampoo,bottle,smell,39:24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00IK1CJZU,2022,3,8,dry hair,smells great,love this shampoo,best shampoo,highly recommend,great shampoo,long time,shampoo ever,hair soft,works well,hydrasource,every day,long way,years ago,little goes,buyer beware,started using,goes a long,using it for years,small amount,39:31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B075722WF1,2022,3,8,shampoo bars,long time,every day,eco friendly,highly recommend,oily hair,easy to use,heali kiwi,best shampoo,frizz wrangler,hair feeling,plastic bottle,pleasantly surprised,fine hair,plastic free,curly hair,going back,liquid shampoo,sweet and spicy,squeaky clean,39:38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07QC43VDY,2022,3,8,sulfate free,color treated,fine hair,paris everpure,treated hair,oreal paris,lotus flower,hair soft,everpure volume,everpure,smells like,works great,adds volume,fine thin,ever used,smells good,color-treated hair,feel like,small amount,love this shampoo,39:47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00IXHXT0U,2022,3,8,coal tar,smells like,dry scalp,seborrheic dermatitis,itchy scalp,extra strength,head and shoulders,highly recommend,every day,twice a week,times a week,tea tree,tried everything,make sure,scalp psoriasis,regular shampoo,selsun blue,let it sit,anything else,motor oil,39:54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B076GJ91S9,2022,3,8,maple holistics,every other day,greasy hair,highly recommend,tea tree,days without,end of the day,hair every,recommend this product to anyone,sulfate free,squeaky clean,goes a long,next day,head and shoulders,definitely recommend,natural ingredients,silk 18 conditioner,great shampoo,without drying,maple holistic,40:03.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09HJLYKWB,2022,3,8,triple threat,saw palmetto,seed oil,palmetto and pumpkin,pumpkin seed,leaves hair,coconut sunflower,threat shampoo,argan coconut,small amount,floral scent,biotin saw,hair soft,rose scent,try this shampoo,hair feeling,hair loss,shampoo has a nice,dry hair,conditioner,40:11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09H3RK75S,2022,3,8,saw palmetto,works great,small bottles,thinning hair,look thicker,leaves my hair,hair feel,scent,conditioner,volume,hims,bottle,smell,feeling,fuller,lathers,results,scalp,thick,eucalyptus,40:18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079ZYYNJ8,2022,3,8,hair loss,thinning hair,shampoo,dry,effective,conditioner,tube,40:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NF994VJ,2022,3,8,fragrance free,sensitive skin,leaves my hair,ewg verified,ever used,clean and soft,smells like,best shampoo,dry my hair,scalp itch,great shampoo,great for my sensitive,shampoo and conditioner,itchy scalp,another shampoo,irritate my scalp,sensitive scalp,shampoo ever,hair soft,really like,40:34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B097N9VVH8,2022,3,8,40:43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B008A1R6NK,2022,3,8,love the shampoo,worth the money,started using,small amount,highly recommend,goes a long,long way,leaves hair,thin hair,plastic bag,treated hair,colorproof,little goes,fine hair,great shampoo,use a lot,shampoo and i love,years best,use a very little,hair feel,40:51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00JB2RFL0,2022,3,8,fine hair,baby fine,waste your money,long time,pricey but worth,shampoo and conditioner,smells amazing,great shampoo,something else,volumizing shampoo,lasts a long,love the smell,great volume,ever used,provide any volume,use a conditioner,smells great,worth the price,hair feeling,hair looks,40:58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09GTX8NXW,2022,3,8,curly hair,mango and aloe,mango scent,hair food,always looking,shampoo has a great,smells great,shampoo smells,conditioner,curl,bottle,pump,shampoos,shower,lathers,lovely,rinses,smell,thick,value,41:05.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MFF7A02,2022,3,8,sodium lauryl,dyed hair,smells amazing,color treated,protect your color,lauryl sulfate,leaves my hair,treated hair,hair soft,smells great,used this shampoo,hair feeling,shampoo i use,shampoo is very gentle,makes my hair,colored hair,scent,conditioner,bottle,difference,41:13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00YZIOND8,2022,3,8,thicker fuller,highly recommend,fuller hair,makes my hair,herbal essence,fine limp,every day,look and feel,local stores,shampoo make,stores anymore,great stuff,worth the price,add volume,hard to find,years and i love,always go back,using this product for years,nice shampoo,fine hair,41:20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07JHJRC9B,2022,3,8,tea tree,hair food,shampoo and conditioner,tree oil,sulfate free,tree and lavender,smells great,smells so good,lathers well,long way,little goes,goes a long,hair soft,dry hair,hair feeling,love this stuff,best shampoo,love the smell,works well,dye free,41:27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LTIAU9W,2022,3,8,curly hair,sulfate free,wavy hair,long way,goes a long,shampoo and conditioner,works great,highly recommend,smells great,love this shampoo,little goes,years ago,local stores,smells good,pleasantly surprised,without drying,works well,ever used,since i started,feel like,41:35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071Y8GMK5,2022,3,8,salt and pepper,silver hair,grey hair,white hair,works great,blonde hair,smells good,much better,purple shampoos,highly recommend,every other day,silver brightening,pepper hair,another brand,great value,soft and manageable,soft and shiny,goes a long,many compliments,hair looks,41:42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
